"Ref_ID","Cross_Ref_ID","Data_source","Title","Authors","Abstract_old","Abstract","S_Ref_Year","Journal","Volume","Start_page","End_page","Address","PubMed_entry","PubMed","Exclude_analysis","WGS_WXS","Comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","Confirmation","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11"
57,,"journal","Status of c-myc, p53 and retinoblastoma genes in human papillomavirus positive and negative squamous cell carcinomas of the anus","net.sourceforge.jtds.jdbc.ClobImpl@3e750ca2","net.sourceforge.jtds.jdbc.ClobImpl@70593aac","net.sourceforge.jtds.jdbc.ClobImpl@53353944",1991,"Oncogene",6,1251,1257,"net.sourceforge.jtds.jdbc.ClobImpl@837e075","PM:0001650445","0001650445",false,"No","","frozen","DNA","none","cloned",false,false,false,true,true,true,true,true,true,true,false
58,50,"journal","p53 gene mutations in non-small-cell lung cancer cell lines and their correlation with the presence of ras mutations and clinical features","net.sourceforge.jtds.jdbc.ClobImpl@1eb1fdcd","net.sourceforge.jtds.jdbc.ClobImpl@270428ed","net.sourceforge.jtds.jdbc.ClobImpl@5d01ca50",1992,"Oncogene",7,171,180,"net.sourceforge.jtds.jdbc.ClobImpl@6a02adcd","PM:0001311061","0001311061",false,"No","IHC added from ref 166","frozen","RNA","SSCP","direct",false,true,true,true,true,true,true,true,true,true,true
59,,"journal","Absence of p53 mutations in childhood central nervous system primitive neuroectodermal tumors","net.sourceforge.jtds.jdbc.ClobImpl@7bcc7ad5","net.sourceforge.jtds.jdbc.ClobImpl@7d897601","net.sourceforge.jtds.jdbc.ClobImpl@2e0960aa",1993,"Neurosurgery",33,301,305,"net.sourceforge.jtds.jdbc.ClobImpl@519adc63","PM:0008396224","0008396224",false,"No","","","RNA","none","cloned",false,false,false,false,true,true,true,true,true,false,false
60,,"journal","Mutations of p53 and ras genes in radon-associated lung cancer from uranium miners","net.sourceforge.jtds.jdbc.ClobImpl@49981e57","net.sourceforge.jtds.jdbc.ClobImpl@7f97501b","net.sourceforge.jtds.jdbc.ClobImpl@1a7e6373",1992,"Lancet",339,576,580,"net.sourceforge.jtds.jdbc.ClobImpl@1d80cd9b","PM:0001347094","0001347094",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
61,,"journal","The incidence of p53 mutations increases with progression of head and neck cancer","net.sourceforge.jtds.jdbc.ClobImpl@146302da","net.sourceforge.jtds.jdbc.ClobImpl@51b18fc5","net.sourceforge.jtds.jdbc.ClobImpl@38bd1b7b",1993,"Cancer Res",53,4477,4480,"net.sourceforge.jtds.jdbc.ClobImpl@234ae5e2","PM:0008402617","0008402617",false,"No","","frozen","DNA","none","cloned",false,false,false,false,true,true,true,true,false,false,false
62,,"journal","Mutation of the p53 gene in a differentiated human thyroid carcinoma cell line, but not in primary thyroid tumours","net.sourceforge.jtds.jdbc.ClobImpl@2fb34683","net.sourceforge.jtds.jdbc.ClobImpl@72a13b17","net.sourceforge.jtds.jdbc.ClobImpl@221790fb",1991,"Oncogene",6,1693,1697,"net.sourceforge.jtds.jdbc.ClobImpl@560614ae","PM:0001923534","0001923534",false,"No","","frozen","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
63,,"journal","Analysis of the p53 gene in European hepatocellular carcinomas and hepatoblastomas","net.sourceforge.jtds.jdbc.ClobImpl@63b4d7b3","net.sourceforge.jtds.jdbc.ClobImpl@18b63151","net.sourceforge.jtds.jdbc.ClobImpl@638faf4",1993,"Oncogene",8,2303,2306,"net.sourceforge.jtds.jdbc.ClobImpl@607d2df9","PM:0008393166","0008393166",false,"No","","","DNA","","direct",false,true,true,true,true,true,true,true,true,false,false
64,64,"journal","Direct sequencing from touch preparations of human carcinomas: analysis of p53 mutations in breast carcinomas","net.sourceforge.jtds.jdbc.ClobImpl@2531670a","net.sourceforge.jtds.jdbc.ClobImpl@c24e644","net.sourceforge.jtds.jdbc.ClobImpl@4d8a526e",1991,"J Natl Cancer Inst",83,1004,1009,"net.sourceforge.jtds.jdbc.ClobImpl@4411acc3","PM:0001712853","0001712853",false,"No","See ref 73, 406, 467, 613, 1642","frozen","DNA","","direct",false,false,false,false,true,true,true,true,true,false,false
65,,"journal","Immune response to p53 is dependent upon p53/HSP70 complexes in breast cancers","net.sourceforge.jtds.jdbc.ClobImpl@6ab68a7c","net.sourceforge.jtds.jdbc.ClobImpl@418b57a8","net.sourceforge.jtds.jdbc.ClobImpl@5e8d64d5",1992,"Proc Natl Acad Sci U S A",89,3439,3442,"net.sourceforge.jtds.jdbc.ClobImpl@17b3ac73","PM:0001373500","0001373500",false,"No","","frozen","RNA","IHC","direct",false,false,false,true,true,true,true,true,true,true,false
66,66,"journal","Constant denaturant gel electrophoresis as a rapid screening technique for p53 mutations","net.sourceforge.jtds.jdbc.ClobImpl@49882193","net.sourceforge.jtds.jdbc.ClobImpl@52a5191d","net.sourceforge.jtds.jdbc.ClobImpl@673b6450",1991,"Proc Natl Acad Sci U S A",88,8405,8409,"net.sourceforge.jtds.jdbc.ClobImpl@6d619cf0","PM:0001924299","0001924299",false,"No","Prevalence in ref 234; see also ref 1764","frozen","DNA","CDGE","cloned",false,false,false,false,true,true,true,true,false,false,false
67,,"journal","Expression of p53 and 17p allelic loss in colorectal carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@656dac76","net.sourceforge.jtds.jdbc.ClobImpl@1ffa2c37","net.sourceforge.jtds.jdbc.ClobImpl@23dfd27c",1992,"Cancer Res",52,1974,1980,"net.sourceforge.jtds.jdbc.ClobImpl@42384ceb","PM:0001551126","0001551126",false,"No","","frozen","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
68,68,"journal","p53 mutations in non-small cell lung cancer in Japan: association between mutations and smoking","net.sourceforge.jtds.jdbc.ClobImpl@4abe56c6","net.sourceforge.jtds.jdbc.ClobImpl@4eb4032","net.sourceforge.jtds.jdbc.ClobImpl@597a3ee1",1992,"Cancer Res",52,734,736,"net.sourceforge.jtds.jdbc.ClobImpl@59a56e31","PM:0001310070","0001310070",false,"No","Add data from ref 563","frozen","RNA","none","cloned",false,false,false,true,true,true,true,true,true,false,false
69,,"journal","p53 gene mutations in gastric and esophageal cancers","net.sourceforge.jtds.jdbc.ClobImpl@61950ba5","net.sourceforge.jtds.jdbc.ClobImpl@3f213d75","net.sourceforge.jtds.jdbc.ClobImpl@37a48146",1992,"Gastroenterology",103,892,896,"net.sourceforge.jtds.jdbc.ClobImpl@4502b565","PM:0001499939","0001499939",false,"No","","frozen","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
70,,"journal","The p53 gene is very frequently mutated in small-cell lung cancer with a distinct nucleotide substitution pattern","net.sourceforge.jtds.jdbc.ClobImpl@c035643","net.sourceforge.jtds.jdbc.ClobImpl@3aff1823","net.sourceforge.jtds.jdbc.ClobImpl@2942108b",1991,"Oncogene",6,1775,1778,"net.sourceforge.jtds.jdbc.ClobImpl@79bb315b","PM:0001656362","0001656362",false,"No","","fresh","RNA","none","cloned",false,true,true,true,true,true,true,true,true,true,true
71,,"journal","p53 mutations in human malignant gliomas: comparison of loss of heterozygosity with mutation frequency","net.sourceforge.jtds.jdbc.ClobImpl@6f9cd161","net.sourceforge.jtds.jdbc.ClobImpl@2de0e2b1","net.sourceforge.jtds.jdbc.ClobImpl@149f69ce",1992,"Cancer Res",52,1427,1433,"net.sourceforge.jtds.jdbc.ClobImpl@348ea3ef","PM:0001347252","0001347252",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
72,,"journal","p53 mutation and loss of heterozygosity on chromosomes 17 and 10 during human astrocytoma progression","net.sourceforge.jtds.jdbc.ClobImpl@3d107bc6","net.sourceforge.jtds.jdbc.ClobImpl@17cfe3bf","net.sourceforge.jtds.jdbc.ClobImpl@78712991",1992,"Cancer Res",52,674,679,"net.sourceforge.jtds.jdbc.ClobImpl@39216cab","PM:0001346255","0001346255",false,"No","","","DNA","SSCP","cloned",false,false,false,false,true,true,true,true,false,false,false
73,64,"journal","Pattern of p53 gene mutations in breast cancers of women of the midwestern United States","net.sourceforge.jtds.jdbc.ClobImpl@751fe02","net.sourceforge.jtds.jdbc.ClobImpl@6feb374c","net.sourceforge.jtds.jdbc.ClobImpl@1e27a681",1992,"J Natl Cancer Inst",84,246,252,"net.sourceforge.jtds.jdbc.ClobImpl@2cd1c5da","PM:1734086","1734086",false,"No","See also ref 406, 467,  613 and 1642","frozen","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
74,,"journal","High levels of p53 protein expression do not correlate with p53 gene mutations in anaplastic large cell lymphoma","net.sourceforge.jtds.jdbc.ClobImpl@24f88fac","net.sourceforge.jtds.jdbc.ClobImpl@129f9d28","net.sourceforge.jtds.jdbc.ClobImpl@312f3254",1993,"Am J Pathol",143,845,856,"net.sourceforge.jtds.jdbc.ClobImpl@1372debe","PM:0008103295","0008103295",false,"No","","frozen","DNA","SSCP","cloned",false,false,false,false,true,true,true,true,true,false,false
75,,"journal","p53 gene mutations and abnormal retinoblastoma protein in radiation- induced human sarcomas","net.sourceforge.jtds.jdbc.ClobImpl@7397a693","net.sourceforge.jtds.jdbc.ClobImpl@1d8f1314","net.sourceforge.jtds.jdbc.ClobImpl@557a2f63",1991,"Cancer Res",51,6393,6396,"net.sourceforge.jtds.jdbc.ClobImpl@50f89c5c","PM:0001933904","0001933904",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
76,,"journal","Adult T-cell leukemia: structures and expression of the p53 gene","net.sourceforge.jtds.jdbc.ClobImpl@1e151bee","net.sourceforge.jtds.jdbc.ClobImpl@7be7ac8b","net.sourceforge.jtds.jdbc.ClobImpl@7fe295a3",1991,"Int J Cancer",49,880,885,"net.sourceforge.jtds.jdbc.ClobImpl@6becfc7f","PM:0001959992","0001959992",false,"No","","","DNA","SSCP","cloned",false,false,false,false,true,true,true,true,false,false,false
77,,"journal","Mutations in the p53 gene in primary human breast cancers","net.sourceforge.jtds.jdbc.ClobImpl@5d105087","net.sourceforge.jtds.jdbc.ClobImpl@1bd52c5a","net.sourceforge.jtds.jdbc.ClobImpl@70f1ed0e",1991,"Cancer Res",51,6194,6198,"net.sourceforge.jtds.jdbc.ClobImpl@7cf2e86b","PM:0001682043","0001682043",false,"No","","frozen","RNA","SSCP","cloned",false,false,false,true,true,true,true,true,true,false,false
78,,"journal","p53 is frequently mutated in Burkitt's lymphoma cell lines","net.sourceforge.jtds.jdbc.ClobImpl@23b91b1a","net.sourceforge.jtds.jdbc.ClobImpl@11bc44cb","net.sourceforge.jtds.jdbc.ClobImpl@6eda426f",1991,"EMBO J",10,2879,2887,"net.sourceforge.jtds.jdbc.ClobImpl@5805e6f","PM:0001915267","0001915267",false,"No","","fixed","RNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
79,,"journal","Narrow spectrum of infrequent p53 mutations and absence of MDM2 amplification in Ewing tumours","net.sourceforge.jtds.jdbc.ClobImpl@6e8af40e","net.sourceforge.jtds.jdbc.ClobImpl@1de37f08","net.sourceforge.jtds.jdbc.ClobImpl@21169fe1",1993,"Oncogene",8,2683,2690,"net.sourceforge.jtds.jdbc.ClobImpl@2662de8a","PM:0008378080","0008378080",false,"No","","","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
80,,"journal","Expression of mutated p53 occurs in tumor-distant epithelia of head and neck cancer patients: a possible molecular basis for the development of multiple tumors","net.sourceforge.jtds.jdbc.ClobImpl@1f7164cc","net.sourceforge.jtds.jdbc.ClobImpl@19ec5315","net.sourceforge.jtds.jdbc.ClobImpl@c102e5e",1993,"Cancer Res",53,4189,4196,"net.sourceforge.jtds.jdbc.ClobImpl@3c3637d8","PM:0008364914","0008364914",false,"No","","frozen","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
81,,"journal","Ultraviolet-specific mutations in p53 gene in skin tumors in xeroderma pigmentosum patients","net.sourceforge.jtds.jdbc.ClobImpl@28757396","net.sourceforge.jtds.jdbc.ClobImpl@537ae976","net.sourceforge.jtds.jdbc.ClobImpl@5e954f99",1993,"Cancer Res",53,2944,2946,"net.sourceforge.jtds.jdbc.ClobImpl@53103b64","PM:0008319200","0008319200",false,"No","","fixed","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
82,,"journal","Chromosome 17p deletions and p53 mutations in renal cell carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@50fa1b53","net.sourceforge.jtds.jdbc.ClobImpl@54cf7963","net.sourceforge.jtds.jdbc.ClobImpl@20d21de4",1993,"Cancer Res",53,3092,3097,"net.sourceforge.jtds.jdbc.ClobImpl@72cbd981","PM:0008319216","0008319216",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
83,,"journal","Genetic alteration of p53 in some patients with adult T-cell leukemia","net.sourceforge.jtds.jdbc.ClobImpl@726b7408","net.sourceforge.jtds.jdbc.ClobImpl@5d400f47","net.sourceforge.jtds.jdbc.ClobImpl@6d4d1436",1991,"Jpn J Cancer Res",82,1421,1427,"net.sourceforge.jtds.jdbc.ClobImpl@4166dfcf","PM:0001778765","0001778765",false,"No","","","DNA/RNA","SSCP","direct",false,true,true,true,true,true,true,true,true,true,true
84,,"journal","p53 and Ki-ras gene mutations in epithelial ovarian neoplasms","net.sourceforge.jtds.jdbc.ClobImpl@680438df","net.sourceforge.jtds.jdbc.ClobImpl@35e338af","net.sourceforge.jtds.jdbc.ClobImpl@308a6681",1993,"Cancer Res",53,3103,3108,"net.sourceforge.jtds.jdbc.ClobImpl@47e55ff8","PM:0008319218","0008319218",false,"No","","fixed","DNA","SSCP","cloned",false,false,false,false,true,true,true,true,false,false,false
85,85,"journal","Overexpression and mutation of p53 in epithelial ovarian cancer","net.sourceforge.jtds.jdbc.ClobImpl@e6e451b","net.sourceforge.jtds.jdbc.ClobImpl@22e43239","net.sourceforge.jtds.jdbc.ClobImpl@4139e68a",1991,"Cancer Res",51,2979,2984,"net.sourceforge.jtds.jdbc.ClobImpl@2cce6bca","PM:0002032235","0002032235",false,"No","No mutation (reported in ref 103)","frozen","RNA","IHC","direct",false,false,false,true,true,true,true,true,true,true,false
86,,"journal","Mutations of the P53 gene, including an intronic point mutation, in colorectal tumors","net.sourceforge.jtds.jdbc.ClobImpl@5074a5d5","net.sourceforge.jtds.jdbc.ClobImpl@53022018","net.sourceforge.jtds.jdbc.ClobImpl@5d819144",1991,"Biochem Biophys Res Commun",177,901,906,"net.sourceforge.jtds.jdbc.ClobImpl@2ce2105","PM:0001647768","0001647768",false,"No","","frozen","DNA","none","cloned",false,false,false,true,true,true,true,true,true,false,false
87,87,"journal","Wild-type p53 suppresses growth of human prostate cancer cells containing mutant p53 alleles","net.sourceforge.jtds.jdbc.ClobImpl@77617684","net.sourceforge.jtds.jdbc.ClobImpl@35218a90","net.sourceforge.jtds.jdbc.ClobImpl@64fb26c1",1991,"Cancer Res",51,4716,4720,"net.sourceforge.jtds.jdbc.ClobImpl@174ee552","PM:0001873816","0001873816",false,"No","Added info from Ref 412 (DU-145, PC-3)","","DNA","none","direct/cloned",false,false,false,false,true,true,true,true,true,false,false
88,,"journal","Frequent allelic losses and mutations of the p53 gene in human ovarian cancer","net.sourceforge.jtds.jdbc.ClobImpl@6b676469","net.sourceforge.jtds.jdbc.ClobImpl@52ab069f","net.sourceforge.jtds.jdbc.ClobImpl@6fdbef25",1991,"Cancer Res",51,5171,5176,"net.sourceforge.jtds.jdbc.ClobImpl@fdfe3f9","PM:0001680546","0001680546",false,"No","","","DNA","SSCP","",false,false,false,true,false,false,false,false,false,false,false
89,,"journal","Genetic alterations of the p53 gene are a feature of malignant mesotheliomas (published erratum appears in Cancer Res 1991 Dec 1;51(23 Pt 1):6399)","net.sourceforge.jtds.jdbc.ClobImpl@5f4b9a47","net.sourceforge.jtds.jdbc.ClobImpl@55def0cf","net.sourceforge.jtds.jdbc.ClobImpl@654c9f96",1991,"Cancer Res",51,5410,5416,"net.sourceforge.jtds.jdbc.ClobImpl@15fc78ed","PM:0001913660","0001913660",false,"No","","frozen","RNA","none","direct",true,false,false,true,true,true,true,true,true,false,false
90,,"journal","Mutation in the TP53 gene in colorectal carcinoma detected by polymerase chain reaction","net.sourceforge.jtds.jdbc.ClobImpl@166641b7","net.sourceforge.jtds.jdbc.ClobImpl@349c933c","net.sourceforge.jtds.jdbc.ClobImpl@352d1a16",1991,"Genes Chromosomes Cancer",3,313,317,"net.sourceforge.jtds.jdbc.ClobImpl@43e0274e","PM:0001958596","0001958596",false,"No","","fresh","DNA","none","direct",false,false,false,false,true,true,false,false,false,false,false
91,,"journal","Genetic basis for p53 overexpression in human breast cancer","net.sourceforge.jtds.jdbc.ClobImpl@67afbd7c","net.sourceforge.jtds.jdbc.ClobImpl@37fac7c6","net.sourceforge.jtds.jdbc.ClobImpl@6ada9685",1991,"Proc Natl Acad Sci U S A",88,5006,5010,"net.sourceforge.jtds.jdbc.ClobImpl@284206c7","PM:0002052583","0002052583",false,"No","","frozen","RNA","none","direct",true,false,false,true,true,true,true,true,true,true,false
92,,"journal","Loss of heterozygosity on the short arm of chromosome 17 is associated with high proliferative capacity and DNA aneuploidy in primary human breast cancer","net.sourceforge.jtds.jdbc.ClobImpl@321c0aee","net.sourceforge.jtds.jdbc.ClobImpl@53392f9c","net.sourceforge.jtds.jdbc.ClobImpl@6d69f5c0",1991,"Proc Natl Acad Sci U S A",88,3847,3851,"net.sourceforge.jtds.jdbc.ClobImpl@55a5b294","PM:0001673792","0001673792",false,"No","","frozen","DNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
93,,"journal","Mutations in p53 as potential molecular markers for human breast cancer","net.sourceforge.jtds.jdbc.ClobImpl@7bc99b4","net.sourceforge.jtds.jdbc.ClobImpl@1d630310","net.sourceforge.jtds.jdbc.ClobImpl@3f863289",1991,"Proc Natl Acad Sci U S A",88,10657,10661,"net.sourceforge.jtds.jdbc.ClobImpl@474f16ff","PM:0001961733","0001961733",false,"No","","fresh","RNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
94,,"journal","Mutations of the p53 gene in lymphoid leukemia","net.sourceforge.jtds.jdbc.ClobImpl@245d469b","net.sourceforge.jtds.jdbc.ClobImpl@2123aa83","net.sourceforge.jtds.jdbc.ClobImpl@2f3fd654",1991,"Blood",77,1153,1156,"net.sourceforge.jtds.jdbc.ClobImpl@1078d5a2","PM:0001705829","0001705829",false,"No","","","RNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
95,,"journal","Mutation of the p53 gene in human soft tissue sarcomas: association with abnormalities of the RB1 gene","net.sourceforge.jtds.jdbc.ClobImpl@5e5f20a8","net.sourceforge.jtds.jdbc.ClobImpl@6294ee52","net.sourceforge.jtds.jdbc.ClobImpl@33480922",1990,"Oncogene",5,1297,1301,"net.sourceforge.jtds.jdbc.ClobImpl@654b0f2c","PM:0002216456","0002216456",false,"No","Add info from Bartek J, 1993 (SK-UT-1)","frozen","DNA","none","direct",false,false,false,false,true,false,true,true,false,false,false
96,18,"journal","Distinct pattern of p53 mutations in bladder cancer: relationship to tobacco usage (published erratum appears in Cancer Res 1993 May 15;53(10 Suppl):2427)","net.sourceforge.jtds.jdbc.ClobImpl@42b6394d","net.sourceforge.jtds.jdbc.ClobImpl@715b937","net.sourceforge.jtds.jdbc.ClobImpl@74e7b1ee",1993,"Cancer Res",53,1162,1166,"net.sourceforge.jtds.jdbc.ClobImpl@49e8e231","PM:0008439962","0008439962",false,"No","","frozen/fixed","DNA","SSCP","direct/cloned",false,false,false,false,true,true,true,true,false,false,false
97,,"journal","p53 mutations cluster at codon 249 in hepatitis B virus-positive hepatocellular carcinomas from China","net.sourceforge.jtds.jdbc.ClobImpl@3ae7c610","net.sourceforge.jtds.jdbc.ClobImpl@10111c7a","net.sourceforge.jtds.jdbc.ClobImpl@5930b757",1992,"Cancer Res",52,1635,1638,"net.sourceforge.jtds.jdbc.ClobImpl@57c72f2a","PM:0001311638","0001311638",false,"No","","frozen","DNA","Mismatch cleavage","cloned",false,false,false,false,false,false,true,false,false,false,false
